branch_key,branch_name,branch_address,branch_city,branch_state,branch_zip
1328,miami - miller west branch,15715 sw 56th st,Miami-Dade,FL,33185.0
1329,kendale lakes branch,13701 s.w. 88th street,Miami-Dade,FL,33186.0
1330,crossings branch,12945 s.w. 112th street,Miami-Dade,FL,33186.0
1331,miami - kendall square branch,12610 sw 120th st,Miami-Dade,FL,33186.0
1332,killian and 117th avenue branch,11720 sw 104th street,Miami-Dade,FL,33186.0
1333,cutler ridge branch,10808 caribbean boulevard,Miami-Dade,FL,33189.0
1334,hammocks branch,15225 s.w. 104 street,Miami-Dade,FL,33196.0
1335,kendall park plaza branch,16207 southwest 88th street,Miami-Dade,FL,33196.0
1336,fort lauderdale downtown branch,790 east broward blvd.,Broward,FL,33301.0
1337,federal hwy & ne 19th bnk ctr branch,1800 north federal hwy,Broward,FL,33305.0
1338,oakland park branch,3201 n. federal highway,Broward,FL,33306.0
1339,laauderdale lakes branch,4820 w. oakland park boulevard,Broward,FL,33313.0
1340,fort lauderdale harbor shops branch,1807 cordova rd,Broward,FL,33316.0
1341,davie nova banking center branch,6529 nova drive,Broward,FL,33317.0
1342,commercial and 64th branch,6399 w commercial blvd,Broward,FL,33319.0
1343,tamarac branch,6001 north university dr,Broward,FL,33321.0
1344,southgate and pine island branch,8351 northwest 88th avenue,Broward,FL,33321.0
1345,jacaranda plaza branch,8285 w sunrise blvd,Broward,FL,33322.0
1346,sawgrass branch,12590 west sunrise boulevard,Broward,FL,33323.0
1347,plantation branch,200 s. pine island road,Broward,FL,33324.0
1348,cleary & nob hill bnkg ctr branch,10195 cleary boulevard,Broward,FL,33324.0
1349,weston road branch,"1040 weston road, suite 100",Broward,FL,33326.0
1350,weston town center branch,1799 bell tower lane,Broward,FL,33326.0
1351,cooper city branch,"5500 south flamingo road, suite 100",Broward,FL,33330.0
1352,sheridan & i-75 branch,15651 sheridan st,Broward,FL,33331.0
1353,weston commons branch,4501 weston rd,Broward,FL,33331.0
1354,commercial & dixie branch,5055 n dixie hwy,Broward,FL,33334.0
1355,n university drive branch,3300 north university drive,Broward,FL,33351.0
1356,oakland park & nob hill banking center,10016 west oakland park blvd,Broward,FL,33351.0
1357,congress ave branch,1325 n. congress avenue,Palm Beach,FL,33401.0
1358,west palm beach downtown branch,316 banyan blvd,Palm Beach,FL,33401.0
1359,dixie branch,7700 south dixie highway,Palm Beach,FL,33405.0
1360,lake park - east northlake branch,328 northlake blvd,Palm Beach,FL,33408.0
1361,us 1 and pga boulevard branch,11364 us highway 1,Palm Beach,FL,33408.0
1362,crosstown branch,2959 north military trail,Palm Beach,FL,33409.0
1363,palm beach gardens branch,3399 pga boulevard suite 100,Palm Beach,FL,33410.0
1364,pga blvd branch,2500 pga boulevard,Palm Beach,FL,33410.0
1365,4470 northlake boulevard branch,4470 northlake boulevard,Palm Beach,FL,33410.0
1366,okeechobee branch,6835 okeechobee boulevard,Palm Beach,FL,33411.0
1367,royal palm beach branch,1102 royal palm beach boulevard,Palm Beach,FL,33411.0
1368,okeechobee & sr 7 banking center branch,10200 okeechobee boulverad,Palm Beach,FL,33411.0
1369,west palm beach - ibis branch,10160 northlake blvd,Palm Beach,FL,33412.0
1370,greenacres city branch,6710 forest hill boulevard,Palm Beach,FL,33413.0
1371,wellington branch,1480 greenview shores road,Palm Beach,FL,33414.0
1372,forest hill blvd and 441,10100 forest hill blvd,Palm Beach,FL,33414.0
1373,polo branch,930 south military trail,Palm Beach,FL,33415.0
1374,forest hill west palm beach branch,4660 forest hill boulevard,Palm Beach,FL,33415.0
1375,7106 fairway drive office branch,7106 fairway drive,Palm Beach,FL,33418.0
1376,boynton beach mall branch,555 n. congress avenue,Palm Beach,FL,33426.0
1377,hypoluxo and congress branch,4740 n congress ave,Palm Beach,FL,33426.0
1378,spanish river branch,3901 north federal highway,Palm Beach,FL,33431.0
1379,boca raton town branch,5950 glades road,Palm Beach,FL,33431.0
1380,boca raton - yamato branch,714 yamato rd,Palm Beach,FL,33431.0
1381,boca raton downtown branch,200 e. palmetto park road,Palm Beach,FL,33432.0
1382,camino real and federal highway branch,853 south federal highway,Palm Beach,FL,33432.0
1383,federal highway and 5th avenue branch,1850 north federal highway,Palm Beach,FL,33432.0
1384,boca raton del mar branch,22191 powerline road,Palm Beach,FL,33433.0
1385,lyons branch,8851 glades road,Palm Beach,FL,33434.0
1386,yamato and jog branch,3013 yamato road,Palm Beach,FL,33434.0
1387,federal branch,901 south federal highway,Palm Beach,FL,33435.0
1388,boynton military branch,5000 west boynton beach boulevard,Palm Beach,FL,33436.0
1389,woolbright & military banking center branch,11060 military trail,Palm Beach,FL,33436.0
1390,woolbright & jog banking ctr branch,10815 south jog road,Palm Beach,FL,33437.0
1391,e. hillsboro boulevard branch,1100 east hillsboro road,Broward,FL,33441.0
1392,deerfield military branch,1031 s. military trail,Broward,FL,33442.0
1393,delray square branch,4899 w atlantic ave,Palm Beach,FL,33445.0
1394,linton & military banking center branch,4775 linton boulevard,Palm Beach,FL,33445.0
1395,delray marketplace banking center,9165 atlantic avenue,Palm Beach,FL,33446.0
1396,indiantown & palm roads banking center branch,2425 west indiantown road,Palm Beach,FL,33458.0
1397,lake worth lake ave branch,200 lake avenue,Palm Beach,FL,33460.0
1398,lake worth main branch,2601 10th avenue north,Palm Beach,FL,33461.0
1399,lantana downtown branch,1300 w. lantana road,Palm Beach,FL,33462.0
1400,lake worth road branch,6492 lake worth road,Palm Beach,FL,33463.0
1401,pinewood branch,6350 lantana road,Palm Beach,FL,33463.0
1402,lake worth - hypoluxo village branch,4660 hypoluxo rd,Palm Beach,FL,33463.0
1403,greenacres-military crossings branch,4931 s military trail,Palm Beach,FL,33463.0
1404,lake worth - us hwy 441 branch,9863 lake worth rd,Palm Beach,FL,33467.0
1405,village blvd & us hwy 1 bnk ctr branch,728 north us hwy 1,Palm Beach,FL,33469.0
1406,jupiter branch,101 north us highway 1,Palm Beach,FL,33477.0
1407,palm beach branch,205 royal palm way,Palm Beach,FL,33480.0
1408,plam beach bradley place banking center,285 surise avenue,Palm Beach,FL,33480.0
1409,worth avenue & south county road banking center branch,411 south county road,Palm Beach,FL,33480.0
1410,linton and federal hwy branch,1755 south federal highway,Palm Beach,FL,33483.0
1411,george bush and federal branch,525 ne 7th st,Palm Beach,FL,33483.0
1412,polo club shoppes branch,17955 south military trail,Palm Beach,FL,33496.0
1413,mission bay boca raton branch,20441 state road 7,Palm Beach,FL,33498.0
1414,brandon mall branch,1101 w brandon blvd,Hillsborough,FL,33511.0
1415,brandon - causeway branch,10943 causeway blvd,Hillsborough,FL,33511.0
1416,zephyr commons banking center branch,7800 gall boulevard,Pasco,FL,33541.0
1417,bruce b downs and 56,1747 bruce b downs blvd,Pasco,FL,33544.0
1418,florida and highway 41 branch,16534 north florida avenue,Hillsborough,FL,33549.0
1419,van dyke and dale mabry branch,3995 van dyke rd,Hillsborough,FL,33558.0
1420,sun city center branch,702 n pebble beach blvd,Hillsborough,FL,33573.0
1421,providence & bloomingdale banking center branch,11111 bloomingdale avenue,Hillsborough,FL,33578.0
1422,us 301 and big bend road branch,10391 big bend road,Hillsborough,FL,33578.0
1423,brandon boulevard & valrico banking center,1885 state road 60 east,Hillsborough,FL,33594.0
1424,lithia pinecrest & bloomingdale banking center,3414 lithia pinecrest road,Hillsborough,FL,33596.0
1425,tampa downtown branch,300 north franklin street,Hillsborough,FL,33602.0
1426,howard and swann branch,614 s howard ave,Hillsborough,FL,33606.0
1427,dale mabry & spruce banking center,2001 north dale mabry hwy,Hillsborough,FL,33607.0
1428,kennedy and westshore banking center branch,4601 w kennedy blvd,Hillsborough,FL,33609.0
1429,highland oaks banking center branch,10430 highland manor drive,Hillsborough,FL,33610.0
1430,dale mabry & west bay vista banking center,4005 south dale mabry hwy,Hillsborough,FL,33611.0
1431,tampa - fletcher avenue branch,2802 e fletcher ave,Hillsborough,FL,33612.0
1432,hillsborough and sheldon branch,6703 memorial hwy,Hillsborough,FL,33615.0
1433,carrollwood nka dale mabry & stall banking ctr branch,12703 north dale mabry highway,Hillsborough,FL,33618.0
1434,ehrlich and hutchison branch,5305 ehrlich rd,Hillsborough,FL,33625.0
1435,westchase countryway branch,11650 countryway blvd,Hillsborough,FL,33626.0
1436,dale mabry and neptune branch,1322 s dale mabry hwy,Hillsborough,FL,33629.0
1437,fountain square banking center branch,4915 independence parkway,Hillsborough,FL,33634.0
1438,hanley & waters banking ctr branch,7319 west waters avenue,Hillsborough,FL,33634.0
1439,tampa palms branch,5205 cypress preserve dr,Hillsborough,FL,33647.0
1440,bruce b downs and regents park branch,19001 bruce b downs blvd,Hillsborough,FL,33647.0
1441,st petersburg - north shore branch,785 4th st n,Pinellas,FL,33701.0
1442,five points branch,3740 4th st n,Pinellas,FL,33704.0
1443,st. petersburg gulf lvd banking center branch,4625 gulf blvd,Pinellas,FL,33706.0
1444,madeira beach banking branch,4315 duhme road,Pinellas,FL,33708.0
1445,tyrone at 13th banking center branch,1280 66th st n,Pinellas,FL,33710.0
1446,bayway branch,4951 34th street south,Pinellas,FL,33711.0
1447,clearwater - downtown branch,511 s fort harrison ave,Pinellas,FL,33756.0
1448,mcmullen booth & enterprise banking center,3033 enterprise road east,Pinellas,FL,33759.0
1449,mcmullen booth south banking center branch,1475 north mcmullen booth road,Pinellas,FL,33759.0
1450,countryside branch,25949 us highway 19 north,Pinellas,FL,33763.0
1451,gulf to bay road & belcher banking center branch,533 south belcher road,Pinellas,FL,33764.0
1452,west bay branch,821 west bay dr,Pinellas,FL,33770.0
1453,belcher and east bay branch,3945 east bay drive,Pinellas,FL,33771.0
1454,walsingham road & indian rocks road banking center,13883 walsingham road,Pinellas,FL,33774.0
1455,pinellas park - park mall branch,7360 u.s. hwy 19 n.,Pinellas,FL,33781.0
1456,pinellas park - park blvd branch,7263 park blvd,Pinellas,FL,33781.0
1457,lakeland - plantation square branch,5555 walt loop rd,Polk,FL,33809.0
1458,lakeland north banking center,4136 us hwy 98 n,Polk,FL,33809.0
1459,lakeland south banking center branch,4820 south florida avenue,Polk,FL,33813.0
1460,winter haven branch,"1350 6th street, nw",Polk,FL,33881.0
1461,cypress gardens & register banking center branch,6105 cypress gardens boulevard,Polk,FL,33884.0
1462,college pkwy and summerlin branch,13051 university drive,Lee,FL,33907.0
1463,colonial blvd & summerlin rd banking center,1499 colonial blvd,Lee,FL,33907.0
1464,us 41 and cypress terrace branch,7010 cypress terrace,Lee,FL,33907.0
1465,winkler road & summerlin banking center branch,15770 new hampshire court,Lee,FL,33908.0
1466,gladiolus & mcgregor banking center,15501 mcgregor blvd,Lee,FL,33908.0
1467,six mile cypress and daniels branch,6870 daniels parkway,Lee,FL,33912.0
1468,cape coral pkwy and chiquita blvd branch,1624 cape coral pkwy w,Lee,FL,33914.0
1469,college pkwy & south pointe blvd banking center,9100 college pkwy,Lee,FL,33919.0
1470,us 41 and corkscrew rd branch,21331 s tamiami trl,Lee,FL,33928.0
1471,colonial boulevard & state route 82 banking center branch,5767 lee boulevard,Lee,FL,33971.0
1472,peachland veterans bnkg ctr branch,24143 peachland blvd,Charlotte,FL,33980.0
1473,fifth and park branch,680 5th ave s,Collier,FL,34102.0
1474,us 41 and neapolitan way branch,4700 tamiami trail north,Collier,FL,34103.0
1475,us 41 & mooring line drive,2201 9th street n,Collier,FL,34103.0
1476,radio road & santa barbara blvd banking center branch,3693 santa barbara boulevard,Collier,FL,34104.0
1477,vanderbilt beach and us 41n branch,8870 tamiami trail north,Collier,FL,34108.0
1478,naples office branch,787 fifth avenue south,Collier,FL,34108.0
1479,us 41 and immokalee branch,10975 tamiami trail north,,FL,34108.0
1480,aston gardens naples banking center branch,4750 aston gardens way,,FL,34109.0
1481,airport pulling & pine ridge banking center,2448 pine ridge road,,FL,34109.0
1482,vanderbilt beach & airport pulling banking center branch,2480 vanderbilt beach road,Collier,FL,34109.0
1483,immokalee rd and juliet branch,5350 immokalee rd,Collier,FL,34110.0
1484,us 41 and rattlesnake hammock road banking center branch,4924 tamiami trail east,Collier,FL,34113.0
1485,us 41 & triangle blvd banking center branch,12585 tamiami trail east,Collier,FL,34113.0
1486,pine ridge rd and vineyards blvd branch,5939 pine ridge rd,Collier,FL,34119.0
1487,us 41 and bonita beach branch,27820 s tamiami trl,Lee,FL,34134.0
1488,collier & bald eagle banking center branch,960 north collier boulevard,Collier,FL,34145.0
1489,university and market banking center branch,6145 exchange way,Manatee,FL,34202.0
1490,sr 64 & 48th st court bnk ctr branch,4915 east state road 64,Manatee,FL,34208.0
1491,manatee and 75th branch,7206 manatee avenue west,Manatee,FL,34209.0
1492,bradenton - west cortez branch,6412 cortez rd w,Manatee,FL,34210.0
1493,lakewood ranch and state rd 70 branch,6020 lakewood ranch blvd,Manatee,FL,34211.0
1494,lakewood ranch & state route 64 bank branch,11030 state route 64 east,Manatee,FL,34212.0
1495,indiana and dearborn branch,11 n indiana ave,Sarasota,FL,34223.0
1496,sarasota - beneva village branch,3511 clark rd,Sarasota,FL,34231.0
1497,sarasota - fruitville road branch,5341 fruitville rd,Sarasota,FL,34232.0
1498,bee ridge & riviera banking ctr branch,3685 bee ridge road,Sarasota,FL,34233.0
1499,sarasota downtown branch,"240 north washington boulevard, suite 100",Sarasota,FL,34236.0
1500,saint armands circle banking center branch,30 north boulevard of presidents,Sarasota,FL,34236.0
1501,one sarasota tower branch,"2 n tamiami trl, ste 101",Sarasota,FL,34236.0
1502,central sarasota parkway & us 41 banking center branch,3861 central sarasota parkway,Sarasota,FL,34238.0
1503,siesta and tamiami branch,3500 south tamiami trail,Sarasota,FL,34239.0
1504,university - lockwood ridge branch,8373 lockwood ridge rd,Manatee,FL,34243.0
1505,venice ave e and pinebrook branch,1320 venice avenue east,Sarasota,FL,34285.0
1506,venice island banking center branch,401 south tamiami trail,Sarasota,FL,34285.0
1507,north port banking center branch,17499 tamiami trail,Sarasota,FL,34287.0
1508,aston gardens banking center branch,1000 aston gardens drive,Sarasota,FL,34292.0
1509,us 41 and jacaranda blvd branch,4203 tamiami trail south,Sarasota,FL,34293.0
1510,spring hill - mariner branch,4200 mariner blvd,Hernando,FL,34609.0
1511,land o lakes - collier branch,22711 state road 54,Pasco,FL,34639.0
1512,us 19 & marine banking center branch,5029 hs hwy 19,Pasco,FL,34652.0
1513,little and ridge branch,8298 ridge road,Pasco,FL,34668.0
1514,alderman and alternate 19 branch,2800 alternate 19,Pinellas,FL,34683.0
1515,curlew and us 19 banking center branch,30500 us highway 19 north,Pinellas,FL,34684.0
1516,bot ranch branch,600 east lake road,Pinellas,FL,34685.0
1517,tarpon springs banking center branch,41206 us highway 19 north,Pinellas,FL,34689.0
1518,holiday branch,3320 us hwy 19,Pasco,FL,34691.0
1519,clermont branch,220 citrus tower boulevard,Lake,FL,34711.0
1520,clermont east branch,16705 state rd 50,Lake,FL,34711.0
1521,osceola square branch,3711 west vine street,Osceola,FL,34741.0
1522,buenaventura lakes branch,1004 buenaventura blvd.,Osceola,FL,34743.0
1523,kissimmee parkway branch,1477 e osceola pkwy,Osceola,FL,34744.0
1524,south kissimmee branch,3193 south john young parkway,Osceola,FL,34746.0
1525,polinciana banking center branch,860 cypress pkwy,Osceola,FL,34759.0
1526,ocoee branch,1784 e silver star rd,Orange,FL,34761.0
1527,saint cloud branch,4355 13th st,Osceola,FL,34769.0
1528,windermere branch,7860 winter garden vineland road,Orange,FL,34786.0
1529,isleworth branch,9176 conroy windermere rd,Orange,FL,34786.0
1530,winter garden branch,13730 w colonial dr.,Orange,FL,34787.0
1531,entrada branch,130 s. entrada avenue,St. Lucie,FL,34952.0
1532,port st lucie rivergate branch,1201 se port st lucie blvd,St. Lucie,FL,34952.0
1533,port st. lucie gatlin banking center branch,1710 sw gatlin boulevard,St. Lucie,FL,34953.0
1534,nw federal highway branch,2998 nw federal highway,Martin,FL,34957.0
1535,fort pierce branch,601 virginia ave,St. Lucie,FL,34982.0
1536,st lucie west branch,1701 nw st lucie west blvd,St. Lucie,FL,34986.0
1537,palm city branch,3030 sw martin downs blvd,Martin,FL,34990.0
1538,stuart monterrey branch,2280 south federal highway,Martin,FL,34994.0
1539,ocean blvd and monterey,2103 se ocean blvd,Martin,FL,34996.0
1540,us 1 & cove road banking center branch,5955 se federal hwy,Martin,FL,34997.0
1541,crestwood station branch,"6000 crestwood station, ste 17a",Oldham,KY,40014.0
1542,hi point branch,251 boone station road,Shelby,KY,40065.0
1543,radcliff branch,500 west lincoln trail,Hardin,KY,40160.0
1544,louisville main branch,416 west jefferson street,Jefferson,KY,40202.0
1545,medical banking center branch,601 south floyd street,Jefferson,KY,40202.0
1546,shelby branch,1224 south shelby street,Jefferson,KY,40203.0
1547,highland baxter branch,970 baxter avenue,Jefferson,KY,40204.0
1548,highland deerwood branch,1718 bardstown road,Jefferson,KY,40205.0
1549,st. matthews branch,4111 shelbyville road,Jefferson,KY,40207.0
1550,chenoweth lane banking center branch,3820 brownsboro road,Jefferson,KY,40207.0
1551,poplar level road branch,4038 poplar level road,Jefferson,KY,40213.0
1552,auburndale branch,7403 old third street road,Jefferson,KY,40214.0
1553,shively banking center branch,3901 seventh street road,Jefferson,KY,40216.0
1554,bashford manor lane branch,3600 bardstown road,Jefferson,KY,40218.0
1555,indian trail branch,5745 preston highway,Jefferson,KY,40219.0
1556,indian trail drive-up branch,5745 preston highway,Jefferson,KY,40219.0
1557,okolona branch,7923 preston highway,Jefferson,KY,40219.0
1558,hikes point banking center branch,2943 richland avenue,Jefferson,KY,40220.0
1559,lyndon branch,8120 new lagrange road,Jefferson,KY,40222.0
1560,holiday manor branch,2209 holiday manor center,Jefferson,KY,40222.0
1561,hurstbourne branch,9600 linn station road,Jefferson,KY,40222.0
1562,preston banking center branch,11710 antonia way,Jefferson,KY,40229.0
1563,westport plaza branch,9491 westport road,Jefferson,KY,40241.0
1564,the summit branch,3920 summit plaza drive,Jefferson,KY,40241.0
1565,middletown branch,12016 shelbyville road,Jefferson,KY,40243.0
1566,pleasure ridge branch,7335 dixie highway,Jefferson,KY,40258.0
1567,piccadilly branch,5340 bardstown road,Jefferson,KY,40291.0
1568,glenmary banking center branch,8141 bardstown road,Jefferson,KY,40291.0
1569,jeffersontown branch,10419 watterson trail,Jefferson,KY,40299.0
1570,jessamine county branch,100 rebel road,Jessamine,KY,40356.0
1571,danville downtown branch,237 west main street,Boyle,KY,40422.0
1572,richmond downtown branch,116 west main street,Madison,KY,40475.0
1573,eastern by pass branch,405 leighway drive,Madison,KY,40475.0
1574,chevy chase branch,727 euclid avenue,Fayette,KY,40502.0
1575,lansdowne branch,3368 tates creek road,Fayette,KY,40502.0
1576,the romany road branch,361 romany road,Fayette,KY,40502.0
1577,zandale branch,2260 nicholasville road,Fayette,KY,40503.0
1578,picadome branch,1617 clays mill road,Fayette,KY,40503.0
1579,nichols park branch,4097 nichols park drive,Fayette,KY,40503.0
1580,gardenside branch,1785 alexandria drive,Fayette,KY,40504.0
1581,eastland winchester branch,"1301 winchester road, ste 265",Fayette,KY,40505.0
1582,northland branch,1205 north broadway,Fayette,KY,40505.0
